company_name,MRP,production_cost,transportation_cost_percentage,selling_price,labour_cost,raw_material_cost,rent,advertising,tax_percentage,R_and_D
Bikaji Foods,34.76854045,9.772353461,5.052404924,26.97052241,1.337653461,7.718332455,4.157283742,1.889013221,15.65672998,1.905869678
Bikaji Foods,28.1785864,14.16434968,3.489624535,34.98443122,3.228990612,7.237134886,2.780996313,1.891731856,6.755336382,0.817291589
Parle (Parle Wafers),45.72765551,13.99911949,2.933371574,41.82606965,1.455588136,8.649542911,5.131521601,2.763110688,6.093870566,1.03821758
PepsiCo (Lay’s),26.9525341,11.4070375,6.352085653,39.43426349,3.701441443,4.216401892,3.708257661,4.412270256,5.992909396,1.195653703
Kurkure,48.61420987,14.29962167,3.964789527,21.51438965,3.714559354,6.299910594,3.647313524,4.399327719,8.565192911,2.800188894
Parle (Parle Wafers),49.17211213,7.131532664,2.33700144,26.26576277,2.092443422,8.407236328,4.103375143,3.945069473,16.07172869,2.827789458
ITC (Bingo!),22.01795044,13.25103781,3.945111883,42.41775571,1.132186305,9.623979785,5.550422659,3.932293451,9.36263279,2.006547767
Open Secret,31.15790399,10.27165048,6.341221199,29.25866127,4.940964861,3.4988231,6.51716717,4.089571964,15.49661925,2.59076404
Kurkure,46.30134477,5.414059234,6.120144704,41.45887696,4.565371267,5.763067263,6.865586075,5.180552813,8.902052977,2.086796862
TagZ Foods,25.04781642,12.1734859,7.533088036,28.71053479,4.263876733,9.346858648,7.557779303,4.734175446,8.295782978,2.14768053
ITC (Bingo!),20.10483657,7.288683778,5.484937867,19.22488256,4.971952936,8.045511233,5.918705872,1.704608847,10.44015956,0.823118713
Makino (Sensible Snacks),40.5290288,5.109121277,2.077878999,40.20702591,4.360468092,5.156367687,7.610382098,3.341963211,8.381536206,3.419486916
Bikaji Foods,47.82304933,13.85029271,3.237316604,25.44039867,3.367546002,9.021928706,2.074165617,2.696897553,11.76568422,1.227207706
TagZ Foods,37.74866461,10.81504558,2.952459327,25.24186373,3.867334665,3.514777009,6.365248639,4.842735895,11.59808567,3.436956555
Open Secret,23.57027863,6.866445102,6.918009041,34.56427771,4.896534939,7.830611403,4.256613062,3.678281343,13.60608238,1.60115231
Kurkure,31.88325158,14.0564747,6.721886788,19.56105544,2.772496835,7.202370556,2.421572445,1.238206878,17.53553902,2.814995049
Too Yumm,36.56522153,12.20527044,2.821271749,40.90060101,4.245594814,9.609515469,6.825058916,2.363119178,11.46795404,0.661913862
PepsiCo (Lay’s),26.67924342,14.14823373,7.407712438,33.70368506,1.231442253,9.674691395,3.643447995,2.809678692,11.31120149,1.80731641
Haldiram's,29.80318899,7.722286857,4.337131449,42.46114247,1.500235821,4.786996005,6.621650068,3.610424495,8.200623984,1.945670437
Balaji Wafers,40.37332885,6.515832855,3.009835903,35.65885433,1.933961001,8.002107866,7.308652941,1.567495115,10.43531188,1.551261826
TagZ Foods,41.7499028,13.49027559,4.348089536,35.08301709,1.91460751,5.537963075,6.080238629,3.789182824,11.3933466,2.259111793
ITC (Bingo!),32.9522163,10.69301282,2.37995892,44.23033473,4.726465022,7.826219884,7.923774467,1.879154043,16.1623256,1.888685769
Makino (Sensible Snacks),27.90088241,7.460810845,3.467452444,43.27503002,1.414847924,4.190639213,5.324950837,1.104134816,14.48099742,1.002320941
Haldiram's,24.92740313,9.436135759,4.908808402,24.42639736,1.204113566,9.438352351,7.830307215,1.289345161,17.94863806,0.863414328
PepsiCo (Lay’s),30.09445193,8.368554642,2.524903792,41.71750822,4.81545497,6.304360529,4.402197597,1.933495624,10.79749996,1.932931774
Yellow Diamond (Prataap Snacks),37.98629898,14.51333776,2.398351853,19.41462158,1.336092795,3.029115748,3.894452638,4.884746724,10.11163109,0.969122468
Haldiram's,48.15155831,11.95915525,7.605039583,39.8376418,2.772113107,7.187012819,6.984077925,2.843676677,11.01972653,2.69615019
Yellow Diamond (Prataap Snacks),47.42010496,9.284391863,2.48906691,42.79001045,4.827992068,8.188928129,7.882337276,3.157398165,9.326261355,3.251623127
Makino (Sensible Snacks),30.76504628,7.729428682,3.769215416,36.13516615,3.97029134,4.010317086,6.414898488,4.542696996,5.016547578,1.206828379
Too Yumm,20.86612974,10.1575684,5.724062316,38.226181,4.789726803,4.28230308,4.996897315,3.761277972,12.12454912,1.304786238
Haldiram's,36.33784166,13.44445384,5.858676902,23.61772675,4.559706344,3.787656784,5.096665698,1.215075386,15.19369438,0.610931747
Bikaji Foods,46.88857552,8.385671208,3.264528743,40.05728254,3.84203704,4.337204097,2.611699956,4.12352827,9.776176905,1.431603352
Kurkure,40.21841938,13.83295906,2.488839235,42.65380268,2.131598192,9.779485635,5.124840745,1.065020756,16.56545878,2.761768716
Too Yumm,27.36168282,5.055048221,6.703088397,37.70505815,1.660929046,5.446328777,2.779631749,3.753475404,15.22586044,2.659318284
Yellow Diamond (Prataap Snacks),26.14825961,14.79859824,6.963555114,35.02997675,4.888137057,4.311486749,2.382987112,2.476670372,10.96416559,2.332175871
Parle (Parle Wafers),46.61049689,8.447490535,5.432596706,35.11736321,1.34502702,7.402143429,5.043154031,2.245753282,5.705762555,2.805166805
Parle (Parle Wafers),44.53169979,7.934682479,3.773751891,42.96149385,4.494270752,4.309226951,5.265473614,5.169291648,13.11594711,2.424568555
Balaji Wafers,25.79424677,6.812107613,4.65426025,22.96761845,4.361436065,8.866646511,4.379862792,1.967256247,6.965878649,3.239357965
Haldiram's,32.5297036,11.37602097,7.359340926,31.07749511,3.760809424,8.207101205,3.405976036,4.072465352,9.815495651,0.724489116
Kurkure,26.31080809,12.98916168,3.930976708,21.98793797,4.19166179,9.584414225,2.608244309,3.784181831,10.35527882,0.609240433
Yellow Diamond (Prataap Snacks),47.99493927,10.36955329,6.471963,36.85362809,2.480771562,3.113508859,7.49407307,1.76274624,10.31726701,1.469636035
Kurkure,26.47337691,9.791764977,2.228480167,19.39014473,4.665085138,6.917334394,7.513480091,2.132800948,16.60925096,2.031468297
ITC (Bingo!),44.93725106,11.67626948,3.89120356,28.21440027,3.051563482,7.67192892,5.681517022,4.095712789,9.460218424,0.815258033
Too Yumm,33.67471535,7.61761553,4.433453375,24.29919585,3.453108339,6.22956017,4.621343337,3.929251249,8.589679723,3.780617159
PepsiCo (Lay’s),38.74386564,5.249594195,3.482344756,42.50568342,3.476419697,8.515310577,3.35024916,1.38133307,6.313383916,1.963278927
Yellow Diamond (Prataap Snacks),40.7409548,14.75148299,5.874266367,36.67634321,2.417726583,9.734479009,2.19357655,1.757310712,9.91561021,2.182438109
Bikaji Foods,48.21599312,5.328352708,7.996081533,23.12057577,1.360009905,4.749180438,3.362354173,2.469150256,9.267424555,0.587495146
Haldiram's,49.22486761,9.113557525,5.620531466,29.34361145,4.195767943,3.686227163,5.482604014,4.574512443,13.04165736,2.837679019
TagZ Foods,38.82388278,6.02159444,7.953798117,25.82997873,2.14135781,6.881959626,4.188957021,2.833409126,5.282721478,2.743616949
Bikaji Foods,35.91567674,13.49118475,7.991814842,32.88765359,4.549964613,3.633416862,7.723709709,5.808787704,17.54764726,2.098463222
Yellow Diamond (Prataap Snacks),39.46181155,13.77870891,6.115477427,40.63390628,1.746225024,6.518325575,7.472551069,3.148532265,8.739865257,3.506571372
Haldiram's,45.48425869,7.65425235,6.567039539,29.28611788,3.251319647,4.080532447,5.414546728,3.130673748,9.41590724,3.654374526
Bikaji Foods,37.12810002,5.690411945,2.861889204,35.64017315,2.112609727,5.952290759,6.363308247,3.401584571,11.45792948,1.008525845
Too Yumm,40.49799076,11.97552276,4.36183636,41.30407994,1.363905763,3.483170625,2.350264987,1.555929558,13.44670792,2.369926202
Parle (Parle Wafers),26.99415935,6.510753901,3.260222471,22.34234822,4.132867309,4.083566887,2.798056069,3.89533502,8.4349505,0.520848338
PepsiCo (Lay’s),24.86763683,10.83424813,2.748081929,43.31835104,1.503924261,7.385018364,7.822284282,3.798066361,13.47560606,2.215073306
Haldiram's,46.49518126,11.22678325,6.154803722,32.75494301,4.835839178,8.756605072,7.303646254,4.871288377,11.43102426,3.954676405
ITC (Bingo!),42.87673235,8.266420033,3.405100573,26.72935587,2.765743375,6.924881662,2.852837458,3.602722065,14.0651012,3.507098645
PepsiCo (Lay’s),24.37191622,12.82128673,4.568106206,41.25171217,1.058811594,7.380299325,7.060014665,1.308360715,10.77626359,0.612097999
Haldiram's,27.15846425,14.93923666,3.920201085,20.08918794,3.791860132,4.413201199,4.697951354,5.596601198,9.176883786,1.035623357
Too Yumm,28.19817559,13.26295439,7.630639595,21.29053494,4.962451621,4.822799919,6.003894101,4.83124065,8.027941322,1.014708332
Kurkure,44.5605948,7.906476919,6.313081961,42.38260297,2.031062168,7.551919975,3.816583446,5.743472853,8.851792625,2.996903004
Yellow Diamond (Prataap Snacks),28.33041657,13.69670755,4.402691697,30.9941067,1.921808705,7.528375909,3.21369919,2.844110206,9.60457971,2.59354255
Bikaji Foods,30.5993571,7.461619321,6.463972116,19.33552521,1.370314012,4.982677251,2.172834797,1.590126668,17.6193398,2.561529354
Parle (Parle Wafers),42.29194829,5.637322452,2.891057914,44.24219408,4.599777054,6.429464587,5.809985391,5.410509943,5.909479963,2.08740938
Kurkure,31.90743003,12.0352972,3.382427886,35.87492769,3.857464699,5.132002291,6.343515698,4.195279561,17.49478992,3.354500731
ITC (Bingo!),20.02544335,8.190599314,7.665896789,18.95651362,2.206426218,9.117616093,7.912548019,4.35248168,7.610004349,1.530349061
Bikaji Foods,24.13179443,11.98055161,5.536750139,29.4279549,1.218637567,3.283604813,4.378164519,2.681458733,10.01534592,3.157839397
Too Yumm,36.91323478,14.76866713,4.448150566,24.95278583,2.878817008,8.471503922,4.378340891,5.438509621,10.48686119,1.771086172
PepsiCo (Lay’s),45.10516429,13.65661668,2.597650771,42.76572355,3.559416027,3.803739201,2.749214175,1.172494449,6.472918237,1.443801448
PepsiCo (Lay’s),42.85904457,11.05236914,6.019728509,28.47846874,4.68726855,9.484306817,5.445105343,4.94028087,8.946400681,3.675067559
Kurkure,47.50623502,10.62914923,2.157697605,19.95090703,2.948892372,9.297777296,4.075433266,5.604202192,15.99989926,2.376350387
Open Secret,47.89368595,7.477899668,3.937949232,37.17662019,2.945297559,5.760061647,2.440110064,2.876948869,14.18512517,2.943597721
Open Secret,29.60248554,9.612025527,3.178828729,39.0529277,4.976979316,9.500576447,6.040404807,2.961689245,5.152418957,2.451320593
Parle (Parle Wafers),34.71208912,8.962808838,5.289000746,24.74878405,1.378083954,3.384726356,6.442724616,3.895388872,10.78925365,0.530287417
Bikaji Foods,45.215171,5.810583026,6.642265246,20.48585195,4.678418553,9.785310708,4.757466616,1.343244231,5.095749797,0.630651516
Too Yumm,48.70473328,11.02816192,7.680339527,26.38913215,1.291095246,4.71199724,4.022725736,3.781575379,15.64482688,0.782850188
Too Yumm,32.70663237,5.30270881,7.764862911,26.73881817,1.497753934,3.155009365,2.393708072,5.043343233,6.859142943,2.194920291
Bikaji Foods,35.57657383,14.75724469,3.503598098,26.10121831,3.633432734,5.173260529,6.655134657,5.842662384,11.80749066,0.623042529
Kurkure,43.83060329,13.85711304,7.460963119,25.67348308,1.288363403,5.21624231,6.007145175,2.262007748,15.17950065,1.647611964
Makino (Sensible Snacks),41.37186124,14.33340884,4.721042636,21.41423917,4.55005322,7.5923586,4.253209719,1.795714823,6.988243678,3.682641727
Yellow Diamond (Prataap Snacks),41.21177712,10.34665982,3.081839112,18.65585079,4.105104158,6.405672757,5.39226179,5.268908515,12.28888049,3.05913177
TagZ Foods,42.53658834,13.4338341,2.910318484,37.03592814,2.96264286,6.181328797,2.361608479,1.995091515,15.6087678,1.902428531
Kurkure,49.14206334,7.756790134,7.541635076,23.07597062,3.830128447,5.514716595,6.064213063,1.89790399,11.21364932,0.55900105
Kurkure,31.0182219,13.2014519,6.313818714,34.14750902,1.389052425,9.816131319,4.39225868,3.533838475,17.81893575,3.522663845
Open Secret,25.45122663,13.60316286,4.451282392,26.82192994,4.588088577,4.410903848,7.25640012,2.398817693,8.068603062,3.100855321
ITC (Bingo!),27.31970313,9.632412657,4.60466807,26.40209671,2.822935632,5.867239327,7.526962232,1.459255795,17.04404692,2.534509532
Parle (Parle Wafers),31.70042013,13.05865862,2.440105768,38.30098957,2.538031432,3.296633277,7.722007947,3.933239269,6.403327574,1.171327891
Open Secret,45.46337629,6.272339973,5.468989583,21.78764135,2.089234512,9.813736438,7.913066564,4.260890652,7.901550029,1.307387059
Yellow Diamond (Prataap Snacks),49.25102274,13.54698365,6.780870722,27.53249073,2.094584616,7.327029443,7.781230415,3.666797444,15.50042064,3.433472889
Yellow Diamond (Prataap Snacks),40.69714191,8.829944259,4.555360114,26.18153855,4.132147377,8.594821198,2.115696001,4.685147176,16.88639217,2.386587696
TagZ Foods,48.65207591,14.30261496,5.652919909,22.75026709,3.27402595,4.418079549,5.135913853,2.503087496,6.136117012,3.016264933
Too Yumm,47.5803362,7.422848011,2.498103004,19.35966355,3.751489467,7.589585264,6.781708024,5.401503221,12.67365226,1.103069821
Kurkure,41.88976297,12.79051192,7.022190958,25.50610454,1.267581716,3.085080259,4.546414151,5.266085498,11.63617369,1.002945972
Yellow Diamond (Prataap Snacks),20.79503254,7.455599676,6.890132058,40.23213309,2.739495501,4.075452977,3.154716423,2.525650016,9.384055395,1.448598257
Balaji Wafers,43.63575394,13.35918737,2.196134758,25.08581946,1.856657429,8.198552939,2.083944559,1.784532657,8.714325794,0.513143767
Balaji Wafers,39.74268083,8.021543147,5.161508842,35.38035748,2.513974119,5.630366011,2.272064094,3.681521801,11.06050969,1.684985147
ITC (Bingo!),41.81826219,5.081636316,3.821072811,20.79244181,4.792590079,3.45939628,7.870144514,2.924638245,10.53320581,1.335006184
Yellow Diamond (Prataap Snacks),40.01722437,12.71822324,3.672957891,19.93178343,1.714162861,6.404797176,4.855221777,2.383326666,7.805939372,2.318759879
Bikaji Foods,45.05574969,7.468552938,7.86460443,22.90153863,3.548402404,8.187304069,3.760462749,1.218960438,10.67224186,1.507525245
Open Secret,25.94461448,12.96201772,7.940163892,28.58424493,4.053027733,4.314731277,3.292661125,1.401533487,6.024462816,1.43013227
Yellow Diamond (Prataap Snacks),20.12466253,5.356995443,7.025963246,35.76212933,2.238553855,5.354487024,6.37162281,1.137751904,12.03481179,2.741864214
Too Yumm,27.56683004,7.752170765,7.60116028,34.26162887,3.184840202,5.240051664,2.505168608,2.993002934,7.529448201,3.414447234
Yellow Diamond (Prataap Snacks),21.91407632,5.553959756,7.228722953,26.69157232,1.550755779,8.365094921,2.834644739,2.823820894,17.77613128,0.556118185
Bikaji Foods,43.91411746,9.235509637,7.858832313,20.18933911,3.760917397,3.620995809,6.432800041,4.888951043,9.303831553,1.326619566
Parle (Parle Wafers),43.43130752,13.69908893,4.022022036,32.8283623,4.688188424,6.90141534,2.980259279,4.402607258,9.844311711,1.956557334
Parle (Parle Wafers),20.97463424,11.74442599,3.9163555,32.67542933,3.326516015,4.004122335,6.842884171,2.69311732,16.73169921,3.308340528
Open Secret,37.06309194,14.76222821,6.502268453,35.79966834,3.528396837,5.634318059,7.073256142,1.801156542,11.87549332,1.717120638
Makino (Sensible Snacks),34.34100928,14.10019067,2.725377535,32.62268601,1.718218279,5.041304313,7.239364296,2.850272731,12.88447716,2.433582919
Makino (Sensible Snacks),34.54974164,6.338963216,6.150509495,19.9710313,1.786215102,7.237013322,2.894320441,1.160753147,10.00018367,3.130888967
PepsiCo (Lay’s),29.94937175,11.43958686,2.459538728,23.09396291,2.417854268,6.877817887,7.12442904,4.451121227,5.623190046,3.626535351
Bikaji Foods,23.37978982,7.987995773,4.881501331,33.40452006,1.222083782,8.859662922,4.356044142,3.498408407,5.824346522,2.768937788
Open Secret,36.77247301,8.833743682,6.554681402,37.09427541,2.403907004,7.150728895,4.109763112,5.717541932,7.84747206,2.487313985
Haldiram's,30.41727399,10.96857857,7.419248325,19.85253279,4.822138141,8.030363036,6.56562498,4.581761732,5.393110722,1.731073274
Balaji Wafers,31.45576946,5.431836483,4.815183043,23.21768419,2.340322874,8.119530486,5.757428399,5.55312019,15.65855736,2.427258483
PepsiCo (Lay’s),38.84751737,11.16016757,4.420152649,33.79825021,2.598343454,5.726231426,5.745557858,4.503514558,8.39343369,1.70816467
TagZ Foods,46.71989231,14.78176023,4.122256818,23.85308944,1.686033925,7.310527388,6.464998388,5.682713872,17.81159332,2.48544
Parle (Parle Wafers),47.82267267,8.603505249,5.262786075,37.38603987,3.747882332,7.931735311,3.676359894,3.934547582,10.7440817,0.752045401
Yellow Diamond (Prataap Snacks),25.73281265,12.84172548,2.827030313,41.15480575,1.505253063,7.64919264,5.044827767,3.922741414,14.58302582,2.304463958
Too Yumm,26.59942247,11.08562797,2.159387108,38.72251528,3.679450247,5.647345502,7.700566189,2.709517522,14.45918887,3.030434368
Kurkure,41.20277072,8.304756388,2.521778964,20.96973529,1.327564571,7.195044736,3.832120187,1.99843533,6.50372706,0.52550482
Balaji Wafers,47.27680675,12.56283596,2.869453467,40.39114619,1.238609927,5.28544196,5.855992339,2.368648905,6.32572775,2.056836052
Too Yumm,33.27853471,8.596658395,4.31338214,37.91365677,1.571344178,3.766511069,2.125259494,2.884015876,11.58406293,3.108455298
Haldiram's,32.09738958,13.84582973,2.453297037,23.21269446,4.566658458,9.005351777,7.106011582,3.370745644,7.280012998,3.403751779
Balaji Wafers,45.16405369,14.32284998,5.919530144,35.35363933,1.054665344,7.37695811,6.392632819,1.817508258,11.78446693,3.943762433
Parle (Parle Wafers),42.38236972,13.97081221,3.326456068,42.3511404,1.106549872,9.791560424,5.313125722,3.307052049,5.734296569,2.783359809
Haldiram's,45.19783994,11.94738415,5.06760153,27.60324731,3.152297365,9.245024355,4.141406897,2.70805081,14.35432272,3.187525667
PepsiCo (Lay’s),34.14137236,11.04587982,3.797423138,21.75695347,3.01603409,3.063065588,3.851717729,5.220841969,12.0145531,2.966887256
Parle (Parle Wafers),21.83084931,14.49821634,4.361022855,39.16205124,1.576907436,4.58096668,7.549466442,4.798393068,12.78772077,3.728992552
Haldiram's,23.94749548,6.915303998,7.056510926,34.97609308,4.885013201,9.311644195,6.155015214,5.80593313,12.92289952,1.246191276
Bikaji Foods,20.00503189,5.917279582,4.999422337,33.10045497,1.407532635,5.573302378,6.831811146,2.948495372,9.06452994,2.021544353
TagZ Foods,35.54274019,10.28761176,6.951939157,22.58941052,4.342336803,3.449414226,6.985678749,3.569556764,14.19366454,3.442584153
Makino (Sensible Snacks),41.57162607,6.305892557,4.130773894,36.52780356,3.177456663,6.969004818,3.207602834,5.925593315,8.843788041,3.831219878
TagZ Foods,34.62713397,13.3257486,7.309731829,27.00229182,1.045655723,8.98793474,3.884482925,1.025403778,17.40922365,1.273589866
Makino (Sensible Snacks),24.14450071,8.656725719,6.442583332,19.84434205,1.585938205,7.016535613,6.465552434,1.804006488,17.01019831,0.765425231
Haldiram's,27.5578863,13.50066279,2.968188904,43.58816622,1.44249882,9.349939574,5.090012468,1.121957101,13.88790585,3.408530729
TagZ Foods,47.98852309,13.23024447,6.127542015,19.52083034,1.982218068,8.115448066,5.424420085,1.079904081,9.700881419,2.585466605
TagZ Foods,31.10882697,14.06341975,4.179912401,34.95578406,1.482456779,5.035850268,5.121024908,1.137509213,7.971578233,2.905099267
Too Yumm,22.57636555,8.321692772,7.827635774,42.08270856,3.21812336,7.80784984,3.669949384,3.587537908,10.94171495,2.848710739
Too Yumm,25.83252714,10.69752303,2.499089404,26.21870052,4.295319201,4.852262825,7.648847516,1.786446182,6.163780498,0.510300683
Open Secret,33.42633127,13.48110517,7.120661196,43.37189483,3.161776495,3.198196115,3.395216167,1.42653065,7.633750117,2.469427669
Makino (Sensible Snacks),23.72324701,8.132650774,5.848196748,31.46799815,2.336771011,6.953920331,6.80682432,4.678224949,16.96234225,1.340309518
Kurkure,23.71467001,6.992877516,4.680585335,39.79515869,4.483843259,7.331738038,3.319763201,2.002616667,7.753998338,1.262880656
Parle (Parle Wafers),40.35332746,14.70766905,4.370952533,22.20370659,4.851545688,8.068039436,6.326515982,1.646503914,13.76929905,2.429942135
Makino (Sensible Snacks),32.38012061,10.51655066,5.675735712,35.64015353,1.352863423,9.495857033,2.384321837,3.833854947,14.10966379,3.778965366
Bikaji Foods,39.55407526,10.75087087,6.228221888,21.34895763,3.203779477,4.343021522,6.36078222,5.787896641,12.61013116,1.557722304
Bikaji Foods,22.2859659,7.709325546,6.404059073,33.16540483,3.53731732,8.735672797,4.812402108,5.070875262,7.55976772,0.627868835
Parle (Parle Wafers),34.44837023,5.133268058,5.144007287,31.18912852,2.213861599,4.573581295,4.260427636,5.888364002,11.00092479,3.179213238
Too Yumm,46.28383321,7.392245101,5.851227209,33.68099321,3.676158641,6.564583594,5.059595451,4.584591851,11.5973027,2.895688774
Kurkure,30.8551303,7.112139903,2.86623381,25.41815136,2.921371336,8.06951433,2.491260557,3.636412814,6.411737344,3.240041597
TagZ Foods,46.51995607,8.232113721,7.978604914,21.65637113,2.407898953,7.360328759,7.125900772,5.265941208,7.335986409,1.866017585
Kurkure,39.98010021,14.67941362,2.316487572,20.99459684,3.764325004,6.776371903,5.855591223,1.729000606,5.981877526,2.130026936
TagZ Foods,42.85525873,6.836813775,4.157402938,24.36786556,1.240515785,4.106497912,6.290618738,5.712840554,5.311409276,3.569720143
Haldiram's,47.34469493,8.270249836,2.941900595,28.8585539,4.8248935,7.642096242,6.496053017,4.061531838,7.608086209,2.269226108
PepsiCo (Lay’s),30.11866192,7.208066004,7.779778622,19.0699973,2.501659646,9.37500573,3.372406499,1.496250213,15.0451244,3.926152152
Balaji Wafers,36.05375583,13.5031847,5.772543847,33.71983956,3.590152544,8.524082238,3.884654925,1.36261515,10.13512817,3.678657376
PepsiCo (Lay’s),36.28221242,9.856115043,5.994920729,22.845093,1.439885867,6.291947921,6.770688223,2.750598637,5.260811051,3.749879094
Too Yumm,26.35504169,10.63398908,2.772025017,34.06345267,2.910561796,3.599762028,2.525404048,4.788901842,12.87551261,0.878360947
TagZ Foods,23.29062139,5.011775134,7.158462423,23.8874238,3.399942327,7.754225804,3.687701252,3.560207509,14.14578389,1.054904915
Open Secret,22.90606897,5.022803528,6.105332557,22.88148074,2.172677233,9.790145333,2.912103578,3.913020316,12.94213708,1.683667909
Parle (Parle Wafers),20.25497914,14.48641191,3.308098707,24.98704066,4.386630495,4.924781832,3.088190795,4.765094923,9.532080996,1.338819418
Kurkure,48.48512712,14.11911755,3.252818106,18.82552288,1.321534875,9.575507141,5.828486259,4.796253014,15.17839423,3.169820725
Haldiram's,34.51912296,5.016322551,3.216554469,37.38939927,3.822306125,3.305616301,2.284090542,1.962347512,5.163441711,3.571523852
Makino (Sensible Snacks),48.51249067,13.66900658,7.191208304,43.39168546,1.063784231,5.967828132,2.000662533,1.807775456,16.3359873,3.40920341
Too Yumm,27.44112949,9.659165563,7.204051127,32.73990959,4.638026485,4.128719653,4.820300367,4.87255004,8.490346571,3.828739875
Parle (Parle Wafers),23.45742771,10.7641805,5.834114364,40.62569623,2.656876528,6.401268217,2.836252084,1.247302501,8.157190373,3.77954961
Bikaji Foods,35.34933204,14.81874862,3.288629449,28.60912163,2.828708973,7.441711177,7.274396497,2.990457342,16.69874612,1.164161594
ITC (Bingo!),34.45932612,13.71468459,5.593511766,29.83238802,2.379784354,4.203599014,2.842647344,4.330537784,16.5560442,2.759112498
Haldiram's,43.14956919,10.48800632,7.148224237,31.41478422,3.332739969,3.271926508,6.592524299,3.910574973,16.52764212,1.426636599
Balaji Wafers,34.28921422,6.888197708,3.020763863,23.7713608,3.644712787,4.42021903,5.62582841,1.816932787,11.40421028,0.876336762
PepsiCo (Lay’s),30.12544314,13.75426723,2.845924378,23.0318905,4.573402363,4.050221482,2.242576045,2.516978341,16.61733906,1.018967495
Bikaji Foods,41.69872392,7.984997175,7.449411793,43.96521819,3.480085534,8.617638954,4.238464828,3.197565381,12.83677555,3.497669521
ITC (Bingo!),32.65329978,14.36832132,6.013384687,19.63674454,4.768152034,8.190294019,7.443290566,4.678048186,17.17401887,2.495413071
Balaji Wafers,22.45792897,8.119369855,6.263689109,42.87415367,3.252614342,8.664442112,2.528598798,2.781081503,13.77629096,0.695918992
TagZ Foods,45.82172062,11.23467585,2.179378796,31.27323016,4.089222846,6.627547336,2.238691977,4.951083564,6.953334187,3.115224805
PepsiCo (Lay’s),46.25907778,13.59275916,3.83131503,31.85489625,3.467911043,5.529742031,2.85896994,5.211440385,8.920930888,1.156019241
Open Secret,45.45215067,12.88846869,4.480669859,33.75323946,4.339777635,7.964211874,4.472136535,2.45850211,7.506497995,1.312785115
Too Yumm,32.0605152,10.64193908,3.536228038,24.7719611,2.137728413,7.818335998,4.568996297,2.554704246,7.005398982,3.894781341
Makino (Sensible Snacks),40.30043005,9.179125283,4.975681368,39.62078863,1.069926661,6.646048593,2.590821655,4.717327754,6.894296875,1.15117046
Yellow Diamond (Prataap Snacks),24.19990089,9.930060366,5.859580918,20.34320466,2.184011508,7.430990292,5.397664436,1.516671315,16.1899647,2.837159879
PepsiCo (Lay’s),26.19115029,13.27228265,6.676031252,38.37854947,4.18635723,4.431428838,7.454520627,2.807517707,5.205050703,2.757964229
Balaji Wafers,48.74782647,14.27714135,2.111297415,25.22157093,3.429654208,5.668899867,4.039208912,3.357166502,5.118750015,3.474930116
Kurkure,41.10827338,5.940836499,4.095386509,42.64393039,3.730284854,4.860123566,4.868043981,1.762456852,11.66417618,1.52101485
Bikaji Foods,25.18189253,6.817032497,3.458845131,43.98627205,4.549167734,4.895417785,6.292787251,1.897883831,5.598147669,2.848232107
Too Yumm,24.04281344,5.608327753,2.907078362,23.12547424,2.105516589,4.054477281,6.605365974,1.905522144,16.90520165,1.823146064
ITC (Bingo!),35.85691674,5.402431745,6.565005108,19.98702104,2.410458569,7.399802136,3.108367114,3.130404752,8.897772363,1.978386809
Parle (Parle Wafers),25.6011599,10.85236678,7.492802118,34.65189151,2.406331517,8.61771699,2.195560675,4.006449439,16.25053153,1.040579731
Bikaji Foods,33.09601812,11.78186985,2.583199733,39.03817046,2.117502954,7.777146423,3.860539637,4.584324463,5.815521067,3.844435557
TagZ Foods,39.5956443,14.42463336,2.248873266,28.13400689,2.771482011,4.593333896,4.092407275,5.845115743,9.241472152,1.634097906
PepsiCo (Lay’s),45.05976056,9.7941547,2.323517634,29.32672662,4.364722911,6.707924769,3.105480863,2.041044817,5.447756078,3.913515583
TagZ Foods,43.76672013,12.91510886,6.435336253,28.24120004,2.24300964,9.904483381,5.008550049,2.662980599,9.673454161,1.115787186
TagZ Foods,27.32466672,5.162189436,4.928924309,20.66854976,4.407807221,6.186350542,6.894898336,4.189872167,6.340860176,3.237773459
Kurkure,48.26954445,5.295446037,4.442720677,38.97391027,2.143930245,9.864149699,6.751322791,2.6816417,7.632003701,1.257996408
Balaji Wafers,29.84067929,11.97528335,6.249037595,43.99650858,3.097309899,4.852664943,7.393460791,3.059958807,5.665427546,2.577391
Balaji Wafers,25.42351705,10.87128181,5.878747353,38.36586576,2.096784572,3.427182847,4.74739183,1.715790007,6.816241116,3.440345564
Balaji Wafers,37.99578333,10.5090575,4.103207671,37.96272184,2.648743435,6.639859107,4.909897417,1.434035643,7.381156267,1.471059796
Haldiram's,22.49840136,12.01007652,4.609173621,44.41720783,2.621140128,9.021190526,6.875056414,5.567942393,6.301754071,2.744684964
TagZ Foods,32.93732931,13.46860533,3.375911329,40.43904559,2.839182186,7.819004463,2.141496252,3.10057778,14.23761059,1.954317733
Parle (Parle Wafers),44.78379535,6.195652404,3.122104888,39.87528986,1.861640395,5.107026682,5.56637682,5.448243734,16.62167583,1.562213587
Bikaji Foods,25.31961578,13.36191191,3.1901473,35.23770146,1.803440491,3.130112835,2.090088299,4.655701631,13.23890973,2.938338571
